Estacion,Tipo dia,Descripcio_causa_mediata,Descripcio_torn,Descripcio_tipus_accident,Tipo_vehiculo,Genero,Edad,Barrio
Invierno,Laborable,Altres,Mati,Abast,Turisme,Dona,[34;50],la Marina del Prat Vermell
Primavera,Laborable,No respectat pas de vianants,Mati,Atropellament,Motocicleta,Home,[51;70],la Marina del Prat Vermell
Primavera,Laborable,Envair calzada contraria,Tarda,Colision frontal,Bicicleta,Home,Menor,la Marina del Prat Vermell
Otono,No laborable,No respectar distancies,Tarda,Abast multiple,Turisme,Dona,[18;33],la Marina del Prat Vermell
Primavera,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[34;50],la Marina del Prat Vermell
Invierno,Laborable,No respectar distancies,Mati,Abast,Turisme,Home,[18;33],la Marina del Prat Vermell
Invierno,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33],la Marina del Prat Vermell
Otono,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[34;50],la Marina del Prat Vermell
Verano,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[18;33],la Marina del Prat Vermell
Primavera,Laborable,No determinada,Mati,Atropellament,Bicicleta,Home,[18;33],la Marina del Prat Vermell
Otono,Laborable,No respectar distancies,Tarda,Persecucion,Motocicleta,Home,[18;33],la Marina del Prat Vermell
Verano,No laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[34;50],la Marina del Prat Vermell
Otono,No laborable,Manca d'atencio a la conduccio,Nit,Colision fronto-lateral,Bicicleta,Home,[18;33],la Marina del Prat Vermell
Primavera,No laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[18;33],la Marina del Prat Vermell
Invierno,Laborable,No respectar distancies,Tarda,Abast,Furgoneta,Home,[34;50],la Marina del Prat Vermell
Primavera,No laborable,No determinada,Mati,Abast,Motocicleta,Home,[18;33],la Marina del Prat Vermell
Primavera,No laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[34;50],la Marina del Prat Vermell
Otono,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[34;50],la Marina del Prat Vermell
Primavera,No laborable,No determinada,Nit,Caiguda (dues rodes),Motocicleta,Home,[34;50],la Marina del Prat Vermell
Invierno,Laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Turisme,Dona,[34;50],la Marina del Prat Vermell
Verano,Laborable,No respectar distancies,Tarda,Abast,Turisme,Dona,[18;33],la Marina del Prat Vermell
Otono,Laborable,Altres,Mati,Caiguda (dues rodes),Motocicleta,Home,[51;70],la Marina del Prat Vermell
Invierno,Laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Turisme,Home,[18;33],la Marina del Prat Vermell
Verano,Laborable,No respectar distancies,Mati,Abast multiple,Turisme,Dona,[18;33],la Marina del Prat Vermell
Otono,Laborable,Canvi de carril sense precaucio,Mati,Abast multiple,Turisme,Dona,[34;50],la Marina del Prat Vermell
Otono,No laborable,No determinada,Nit,Caiguda (dues rodes),Veh. Mobilidad personal con o sin motor,Home,[18;33],la Marina del Prat Vermell
Verano,Laborable,Manca d'atencio a la conduccio,Tarda,Abast multiple,Turisme,Home,[34;50],la Marina del Prat Vermell
Otono,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Bicicleta,Home,[18;33],la Marina del Prat Vermell
Invierno,Laborable,Altres,Tarda,Colision fronto-lateral,Turisme,Home,[34;50],la Marina del Prat Vermell
Otono,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Dona,[34;50],la Marina del Prat Vermell
Primavera,No laborable,Manca d'atencio a la conduccio,Tarda,Atropellament,Motocicleta,Home,[18;33],la Marina del Prat Vermell
Otono,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Home,[51;70],la Marina del Prat Vermell
Invierno,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[51;70],la Marina del Prat Vermell
Verano,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33],la Marina del Prat Vermell
Otono,No laborable,Altres,Mati,Abast,Turisme,Dona,[18;33],la Marina del Prat Vermell
Primavera,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33],la Marina del Prat Vermell
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[18;33],la Marina del Prat Vermell
Invierno,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Dona,[18;33],la Marina del Prat Vermell
Primavera,Laborable,Canvi de carril sense precaucio,Mati,Abast,Motocicleta,Home,[34;50],la Marina del Prat Vermell
Otono,Laborable,Gir indegut o sense precaucio,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33],la Marina del Prat Vermell
Verano,No laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Bicicleta,Home,[18;33],la Marina del Prat Vermell
Otono,No laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33],la Marina del Prat Vermell
Invierno,Laborable,No respectar distancies,Tarda,Abast multiple,Motocicleta,Home,[34;50],la Marina del Prat Vermell
Primavera,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Home,[34;50],la Marina del Prat Vermell
Primavera,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Turisme,Dona,[18;33],la Marina del Prat Vermell
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Colision fronto-lateral,Turisme,Home,[51;70],la Marina del Prat Vermell
Invierno,Laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Turisme,Home,[51;70],la Marina del Prat Vermell
Verano,Laborable,Manca d'atencio a la conduccio,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[51;70],la Marina del Prat Vermell
Invierno,Laborable,Desobeir altres senyals,Nit,Colision lateral,Turisme,Home,[34;50],la Marina del Prat Vermell
Verano,Laborable,Envair calzada contraria,Tarda,Colision fronto-lateral,Turisme,Home,[18;33],la Marina del Prat Vermell
Verano,Laborable,Manca d'atencio a la conduccio,Tarda,Colision lateral,Bicicleta,Home,[34;50],la Marina del Prat Vermell
Verano,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[34;50],la Marina del Prat Vermell
Primavera,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Dona,[34;50],la Marina del Prat Vermell
Otono,Laborable,Canvi de carril sense precaucio,Tarda,Caiguda (dues rodes),Motocicleta,Dona,[18;33],la Marina del Prat Vermell
Invierno,No laborable,Altres,Tarda,Abast,Motocicleta,Home,[18;33],la Marina del Prat Vermell
Otono,No laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Dona,[18;33],la Marina del Prat Vermell
Primavera,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Turisme,Dona,[34;50],la Marina del Prat Vermell
Otono,No laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33],la Marina del Prat Vermell
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[18;33],la Marina del Prat Vermell
Verano,Laborable,Adelantamiento improcedente,Tarda,Abast,Motocicleta,Dona,[18;33],la Marina del Prat Vermell
Primavera,Laborable,Desobeir altres senyals,Mati,Colision lateral,Motocicleta,Home,[18;33],la Marina del Prat Vermell
Primavera,Laborable,No determinada,Mati,Xoc contra element estatic,Bicicleta,Home,[34;50],la Marina del Prat Vermell
Verano,Laborable,Manca d'atencio a la conduccio,Tarda,Atropellament,Veh. Mobilidad personal con o sin motor,Dona,[18;33],la Marina del Prat Vermell
Verano,No laborable,Altres,Tarda,Colision fronto-lateral,Turisme,Dona,[34;50],la Marina del Prat Vermell
Otono,Laborable,No determinada,Tarda,Caiguda (dues rodes),Motocicleta,Home,[34;50],la Marina del Prat Vermell
Otono,Laborable,Altres,Tarda,Abast,Turisme,Home,[34;50],la Marina del Prat Vermell
Invierno,Laborable,Fallada mecanica o avaria,Mati,Abast,Furgoneta,Home,[34;50],la Marina del Prat Vermell
Primavera,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[51;70],la Marina del Prat Vermell
Otono,Laborable,Desobeir samoforo,Tarda,Caiguda (dues rodes),Motocicleta,Dona,[18;33],la Marina del Prat Vermell
Otono,Laborable,Altres,Tarda,Colision lateral,Motocicleta,Home,[18;33],la Marina del Prat Vermell
Primavera,Laborable,Manca precaucio incorporacio circulacio,Mati,Colision lateral,Motocicleta,Home,[34;50],la Marina del Prat Vermell
Primavera,Laborable,Adelantamiento improcedente,Mati,Colision lateral,Motocicleta,Home,[34;50],la Marina del Prat Vermell
Otono,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[18;33],la Marina del Prat Vermell
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[34;50],la Marina del Prat Vermell
Primavera,Laborable,Canvi de carril sense precaucio,Mati,Altres,Motocicleta,Home,[18;33],la Marina del Prat Vermell
Otono,No laborable,Desobeir altres senyals,Nit,Colision fronto-lateral,Turisme,Home,[18;33],la Marina del Prat Vermell
Otono,Laborable,Manca d'atencio a la conduccio,Mati,Colision frontal,Veh. Mobilidad personal con o sin motor,Dona,[34;50],la Marina del Prat Vermell
Primavera,No laborable,Altres,Mati,Caiguda (dues rodes),Motocicleta,Home,[18;33],la Marina del Prat Vermell
Primavera,Laborable,Manca precaucio efectuar marxa enrera,Mati,Abast,Motocicleta,Home,[34;50],la Marina del Prat Vermell
Verano,Laborable,Altres,Tarda,Colision lateral,Motocicleta,Dona,Menor,la Marina del Prat Vermell
Otono,Laborable,Altres,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33],la Marina del Prat Vermell
Verano,Laborable,No determinada,Mati,Caiguda (dues rodes),Motocicleta,Dona,[34;50],la Marina del Prat Vermell
Verano,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Dona,[18;33],la Marina del Prat Vermell
Otono,Laborable,Adelantamiento improcedente,Mati,Colision lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33],la Marina del Prat Vermell
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Xoc contra element estatic,Veh. Mobilidad personal con o sin motor,Dona,[34;50],la Marina del Prat Vermell
Invierno,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Dona,[34;50],la Marina del Prat Vermell
Verano,Laborable,Desobeir altres senyals,Tarda,Colision lateral,Motocicleta,Home,[51;70],la Marina del Prat Vermell
Primavera,Laborable,Altres,Tarda,Colision lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33],la Marina del Prat Vermell
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Turisme,Home,[34;50],la Marina del Prat Vermell
Invierno,Laborable,No determinada,Mati,Caiguda (dues rodes),Motocicleta,Home,[18;33],la Marina del Prat Vermell
Otono,Laborable,Desobeir altres senyals,Mati,Atropellament,Veh. Mobilidad personal con o sin motor,Home,[18;33],la Marina del Prat Vermell
Otono,Laborable,No cedir la dreta,Tarda,Colision fronto-lateral,Motocicleta,Home,[51;70],la Marina del Prat Vermell
Otono,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Dona,[34;50],la Marina del Prat Vermell
Invierno,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Bicicleta,Dona,[18;33],la Marina del Prat Vermell
Otono,Laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Motocicleta,Dona,[18;33],la Marina del Prat Vermell
Invierno,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Turisme,Home,[34;50],la Marina del Prat Vermell
Invierno,Laborable,No respectar distancies,Tarda,Caiguda (dues rodes),Motocicleta,Home,[34;50],la Marina del Prat Vermell
Verano,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Turisme,Dona,mas 70,la Marina del Prat Vermell
Invierno,Laborable,No respectar distancies,Tarda,Abast multiple,Turisme,Home,[34;50],la Marina del Prat Vermell
Otono,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Motocicleta,Home,[51;70],la Marina del Prat Vermell
Verano,Laborable,No cedir la dreta,Tarda,Colision fronto-lateral,Bicicleta,Home,[18;33],la Marina del Prat Vermell
Verano,Laborable,Manca d'atencio a la conduccio,Mati,Xoc contra element estatic,Motocicleta,Dona,[18;33],la Marina del Prat Vermell
Otono,No laborable,No respectar distancies,Tarda,Colision lateral,Motocicleta,Home,[34;50],la Marina del Prat Vermell
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Home,[51;70],la Marina del Prat Vermell
Otono,Laborable,Altres,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[34;50],la Marina del Prat Vermell
Otono,Laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[34;50],la Marina del Prat Vermell
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Abast multiple,Motocicleta,Home,[51;70],la Marina del Prat Vermell
Otono,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[51;70],la Marina del Prat Vermell
Otono,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Home,[51;70],la Marina del Prat Vermell
Primavera,No laborable,No determinada,Tarda,Colision fronto-lateral,Motocicleta,Home,[51;70],la Marina del Prat Vermell
Invierno,Laborable,Desobeir altres senyals,Tarda,Colision lateral,Motocicleta,Dona,[18;33],la Marina del Prat Vermell
Verano,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Dona,[34;50],la Marina del Prat Vermell
Primavera,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33],la Marina del Prat Vermell
Primavera,Laborable,Desobeir altres senyals,Mati,Colision lateral,Motocicleta,Dona,[18;33],la Marina de Port
Otono,Laborable,Desobeir altres senyals,Tarda,Colision lateral,Motocicleta,Dona,[18;33],la Marina de Port
Invierno,Laborable,Desobeir samoforo,Tarda,Colision lateral,Motocicleta,Home,[18;33],la Marina de Port
Invierno,Laborable,No respectar distancies,Mati,Abast multiple,Turisme,Home,[51;70],la Marina de Port
Invierno,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Dona,[34;50],la Marina de Port
Invierno,Laborable,No respectar distancies,Mati,Abast,Turisme,Home,[51;70],la Marina de Port
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Caiguda (dues rodes),Motocicleta,Home,[51;70],la Marina de Port
Otono,Laborable,Manca d'atencio a la conduccio,Tarda,Colision lateral,Turisme,Dona,[34;50],la Marina de Port
Otono,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Turisme,Home,[34;50],la Marina de Port
Verano,Laborable,Envair calzada contraria,Tarda,Colision frontal,Veh. Mobilidad personal con o sin motor,Home,[18;33],la Marina de Port
Invierno,No laborable,Manca d'atencio a la conduccio,Nit,Caiguda (dues rodes),Motocicleta,Dona,[18;33],la Marina de Port
Invierno,Laborable,No determinada,Tarda,Caiguda (dues rodes),Motocicleta,Home,[34;50],la Marina de Port
Invierno,No laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33],la Marina de Port
Invierno,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[51;70],la Marina de Port
Otono,Laborable,Manca precaucio incorporacio circulacio,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33],la Marina de Port
Primavera,Laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Motocicleta,Home,[18;33],la Marina de Port
Otono,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Bicicleta,Home,[18;33],la Marina de Port
Primavera,No laborable,Envair calzada contraria,Tarda,Colision lateral,Turisme,Home,[34;50],la Marina de Port
Primavera,Laborable,Manca d'atencio a la conduccio,Nit,Abast,Motocicleta,Home,[18;33],la Marina de Port
Invierno,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33],la Marina de Port
Primavera,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[34;50],la Marina de Port
Invierno,No laborable,No determinada,Tarda,Colision lateral,Motocicleta,Dona,[18;33],la Marina de Port
Primavera,Laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Turisme,Home,[18;33],la Marina de Port
Primavera,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Dona,[34;50],la Marina de Port
Otono,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[51;70],la Marina de Port
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[51;70],la Marina de Port
Verano,No laborable,Adelantamiento improcedente,Mati,Colision lateral,Motocicleta,Home,[51;70],la Marina de Port
Primavera,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[34;50],la Marina de Port
Verano,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50],la Marina de Port
Verano,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[51;70],la Marina de Port
Primavera,No laborable,Manca d'atencio a la conduccio,Mati,Caiguda (dues rodes),Bicicleta,Home,[18;33],la Marina de Port
Primavera,No laborable,Altres,Mati,Abast,Turisme,Dona,[34;50],la Marina de Port
Primavera,Laborable,No respectar distancies,Mati,Abast,Furgoneta,Home,[34;50],la Marina de Port
Otono,Laborable,No respectar distancies,Mati,Colision lateral,Motocicleta,Dona,[51;70],la Marina de Port
Otono,Laborable,Manca d'atencio a la conduccio,Tarda,Colision lateral,Motocicleta,Home,[34;50],la Marina de Port
Primavera,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Home,[34;50],la Marina de Port
Verano,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Home,[34;50],la Marina de Port
Primavera,No laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Motocicleta,Home,[18;33],la Marina de Port
Invierno,Laborable,Manca precaucio incorporacio circulacio,Mati,Colision fronto-lateral,Motocicleta,Home,[18;33],la Marina de Port
Invierno,Laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Motocicleta,Home,[18;33],la Marina de Port
Verano,Laborable,Manca d'atencio a la conduccio,Nit,Xoc contra element estatic,Camion,Home,[34;50],la Marina de Port
Otono,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Dona,[18;33],la Marina de Port
Otono,No laborable,Gir indegut o sense precaucio,Mati,Colision fronto-lateral,Motocicleta,Home,[18;33],la Marina de Port
Otono,No laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Motocicleta,Home,[18;33],la Marina de Port
Otono,Laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Motocicleta,Home,[18;33],la Marina de Port
Primavera,Laborable,Manca precaucio efectuar marxa enrera,Tarda,Altres,Motocicleta,Dona,[34;50],la Marina de Port
Otono,No laborable,Altres,Tarda,Colision fronto-lateral,Motocicleta,Dona,[18;33],la Marina de Port
Otono,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Dona,[18;33],la Marina de Port
Otono,No laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33],la Marina de Port
Primavera,Laborable,Manca d'atencio a la conduccio,Nit,Abast,Motocicleta,Home,[51;70],la Marina de Port
Otono,Laborable,Desobeir altres senyals,Mati,Colision frontal,Motocicleta,Home,[18;33],la Marina de Port
Otono,Laborable,No cedir la dreta,Tarda,Abast,Turisme,Home,[18;33],la Marina de Port
Primavera,No laborable,Desobeir altres senyals,Nit,Caiguda (dues rodes),Motocicleta,Home,[34;50],la Marina de Port
Primavera,Laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Motocicleta,Home,[18;33],la Marina de Port
Verano,Laborable,No determinada,Mati,Colision lateral,Motocicleta,Home,[34;50],la Marina de Port
Invierno,Laborable,Canvi de carril sense precaucio,Tarda,Caiguda (dues rodes),Motocicleta,Dona,[18;33],la Marina de Port
Invierno,No laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Bicicleta,Home,[51;70],la Marina de Port
Otono,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[34;50],la Marina de Port
Primavera,No laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[34;50],la Marina de Port
Primavera,Laborable,Desobeir samoforo,Nit,Caiguda interior vehicle,Bicicleta,Home,[18;33],la Marina de Port
Verano,No laborable,No determinada,Nit,Colision lateral,Motocicleta,Home,[18;33],la Marina de Port
Verano,Laborable,Manca precaucio incorporacio circulacio,Tarda,Colision lateral,Motocicleta,Home,[34;50],la Marina de Port
Verano,Laborable,Gir indegut o sense precaucio,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50],la Marina de Port
Verano,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33],la Marina de Port
Invierno,Laborable,No determinada,Tarda,Colision lateral,Veh. Mobilidad personal con o sin motor,Dona,[51;70],la Marina de Port
Invierno,No laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33],la Marina de Port
Invierno,Laborable,Canvi de carril sense precaucio,Mati,Caiguda (dues rodes),Motocicleta,Dona,[18;33],la Marina de Port
Verano,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[51;70],la Marina de Port
Invierno,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[51;70],la Marina de Port
Primavera,Laborable,Gir indegut o sense precaucio,Mati,Abast,Bicicleta,Home,[34;50],la Marina de Port
Invierno,Laborable,Altres,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[18;33],la Marina de Port
Invierno,Laborable,Desobeir altres senyals,Mati,Colision lateral,Motocicleta,Home,[18;33],la Marina de Port
Otono,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[34;50],la Marina de Port
Otono,Laborable,Manca precaucio incorporacio circulacio,Tarda,Caiguda (dues rodes),Motocicleta,Home,[51;70],la Marina de Port
Primavera,Laborable,Desobeir altres senyals,Tarda,Colision frontal,Motocicleta,Home,Menor,la Marina de Port
Invierno,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50],la Marina de Port
Otono,No laborable,Altres,Nit,Xoc contra element estatic,Motocicleta,Home,[18;33],la Marina de Port
Primavera,Laborable,Adelantamiento improcedente,Tarda,Colision lateral,Motocicleta,Home,[51;70],la Marina de Port
Otono,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33],la Marina de Port
Invierno,Laborable,Adelantamiento improcedente,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50],la Marina de Port
Verano,No laborable,Manca d'atencio a la conduccio,Nit,Xoc contra element estatic,Turisme,Dona,[18;33],la Marina de Port
Invierno,No laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50],la Marina de Port
Otono,Laborable,Adelantamiento improcedente,Mati,Colision lateral,Motocicleta,Home,[34;50],la Marina de Port
Primavera,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[34;50],la Marina de Port
Primavera,Laborable,Desobeir samoforo,Nit,Colision fronto-lateral,Motocicleta,Dona,[34;50],la Marina de Port
Primavera,Laborable,Canvi de carril sense precaucio,Tarda,Colision fronto-lateral,Motocicleta,Dona,[18;33],la Marina de Port
Verano,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[18;33],la Marina de Port
Verano,Laborable,Manca d'atencio a la conduccio,Tarda,Caiguda (dues rodes),Motocicleta,Home,[34;50],la Marina de Port
Otono,Laborable,Desobeir samoforo,Mati,Caiguda (dues rodes),Motocicleta,Home,[34;50],la Marina de Port
Verano,No laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,mas 70,la Marina de Port
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Colision fronto-lateral,Turisme,Home,[34;50],la Font de la Guatlla
Invierno,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Dona,[18;33],la Font de la Guatlla
Primavera,Laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Turisme,Home,[18;33],la Font de la Guatlla
Primavera,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[18;33],la Font de la Guatlla
Otono,Laborable,Desobeir altres senyals,Mati,Colision lateral,Motocicleta,Home,[51;70],la Font de la Guatlla
Otono,Laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50],la Font de la Guatlla
Otono,No laborable,Manca d'atencio a la conduccio,Tarda,Colision lateral,Motocicleta,Home,[18;33],la Font de la Guatlla
Primavera,Laborable,Adelantamiento improcedente,Mati,Atropellament,Motocicleta,Home,[51;70],la Font de la Guatlla
Otono,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Dona,[51;70],la Font de la Guatlla
Invierno,Laborable,Altres,Mati,Abast,Motocicleta,Home,[51;70],la Font de la Guatlla
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Home,[51;70],la Font de la Guatlla
Invierno,No laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[34;50],la Font de la Guatlla
Invierno,Laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33],la Font de la Guatlla
Otono,Laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50],la Font de la Guatlla
Otono,Laborable,Manca precaucio efectuar marxa enrera,Tarda,Altres,Motocicleta,Dona,[51;70],la Font de la Guatlla
Primavera,Laborable,Manca d'atencio a la conduccio,Mati,Caiguda (dues rodes),Motocicleta,Home,[18;33],la Font de la Guatlla
Invierno,Laborable,Manca precaucio incorporacio circulacio,Mati,Colision fronto-lateral,Motocicleta,Home,[18;33],la Font de la Guatlla
Otono,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Home,[34;50],la Font de la Guatlla
Otono,Laborable,No determinada,Mati,Xoc contra element estatic,Turisme,Home,[51;70],la Font de la Guatlla
Primavera,No laborable,Manca d'atencio a la conduccio,Mati,Abast,Turisme,Dona,[34;50],la Font de la Guatlla
Otono,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33],la Font de la Guatlla
Otono,Laborable,No respectar distancies,Tarda,Abast,Furgoneta,Home,[51;70],la Font de la Guatlla
Otono,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Home,[34;50],la Font de la Guatlla
Invierno,No laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Motocicleta,Dona,[51;70],la Font de la Guatlla
Invierno,Laborable,No respectar distancies,Mati,Abast,Turisme,Dona,[51;70],la Font de la Guatlla
Otono,No laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Turisme,Home,[18;33],la Font de la Guatlla
Primavera,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Dona,[34;50],la Font de la Guatlla
Otono,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[51;70],la Font de la Guatlla
Otono,Laborable,No respectar distancies,Mati,Abast multiple,Turisme,Home,[34;50],la Font de la Guatlla
Invierno,Laborable,Manca precaucio efectuar marxa enrera,Tarda,Xoc contra element estatic,Motocicleta,Dona,[18;33],la Font de la Guatlla
Primavera,Laborable,Altres,Tarda,Colision lateral,Motocicleta,Dona,[51;70],la Font de la Guatlla
